id,q1_raw,q2_raw,q3_raw,q4_raw,q5_raw,q6_raw,q7_raw,q8_raw,q9_raw,q10_raw,q1_adj,q2_adj,q3_adj,q4_adj,q5_adj,q6_adj,q7_adj,q8_adj,q9_adj,q10_adj,skor_total,label
275,3,3,3,4,1,1,1,1,1,2,3,3,3,4,1,3,3,3,3,2,28,TINGGI
276,0,4,4,0,0,4,3,1,2,4,0,4,4,0,0,0,1,3,2,0,14,SEDANG
277,4,1,0,2,2,2,3,1,0,1,4,1,0,2,2,2,1,3,4,3,22,SEDANG
278,3,3,0,4,2,4,0,4,4,2,3,3,0,4,2,0,4,0,0,2,18,SEDANG
279,4,2,4,4,3,2,2,1,1,4,4,2,4,4,3,2,2,3,3,0,27,TINGGI
280,2,1,4,1,1,0,4,0,0,0,2,1,4,1,1,4,0,4,4,4,25,SEDANG
281,1,1,4,3,3,0,2,4,2,0,1,1,4,3,3,4,2,0,2,4,24,SEDANG
282,3,4,0,4,2,4,0,0,2,0,3,4,0,4,2,0,4,4,2,4,27,TINGGI
283,4,4,2,3,4,0,1,0,4,3,4,4,2,3,4,4,3,4,0,1,29,TINGGI
284,2,4,0,3,0,4,3,2,1,2,2,4,0,3,0,0,1,2,3,2,17,SEDANG
285,3,3,3,4,4,2,0,1,3,1,3,3,3,4,4,2,4,3,1,3,30,TINGGI
286,4,1,2,0,0,0,4,1,2,0,4,1,2,0,0,4,0,3,2,4,20,SEDANG
287,4,3,1,0,2,2,2,0,2,3,4,3,1,0,2,2,2,4,2,1,21,SEDANG
288,3,0,1,0,0,0,4,0,4,3,3,0,1,0,0,4,0,4,0,1,13,RENDAH
289,1,3,3,2,1,3,2,2,2,3,1,3,3,2,1,1,2,2,2,1,18,SEDANG
290,4,3,3,4,4,0,2,0,3,3,4,3,3,4,4,4,2,4,1,1,30,TINGGI
291,2,4,1,2,0,4,2,4,1,4,2,4,1,2,0,0,2,0,3,0,14,SEDANG
292,4,4,4,1,3,2,3,1,1,2,4,4,4,1,3,2,1,3,3,2,27,TINGGI
293,3,0,1,0,2,0,4,4,1,1,3,0,1,0,2,4,0,0,3,3,16,SEDANG
294,0,2,3,4,2,2,0,4,3,0,0,2,3,4,2,2,4,0,1,4,22,SEDANG
295,0,2,4,4,0,2,1,0,1,3,0,2,4,4,0,2,3,4,3,1,23,SEDANG
296,2,0,2,0,0,4,2,3,2,4,2,0,2,0,0,0,2,1,2,0,9,RENDAH
297,4,0,0,4,1,3,4,4,0,1,4,0,0,4,1,1,0,0,4,3,17,SEDANG
298,2,0,0,1,4,4,4,1,4,4,2,0,0,1,4,0,0,3,0,0,10,RENDAH
299,4,0,1,3,1,4,3,1,3,4,4,0,1,3,1,0,1,3,1,0,14,SEDANG
300,4,0,4,1,4,0,1,0,1,3,4,0,4,1,4,4,3,4,3,1,28,TINGGI
301,2,1,2,2,2,3,1,3,1,3,2,1,2,2,2,1,3,1,3,1,18,SEDANG
302,2,0,4,0,0,1,3,4,0,2,2,0,4,0,0,3,1,0,4,2,16,SEDANG
303,1,1,0,4,0,4,4,3,0,2,1,1,0,4,0,0,0,1,4,2,13,RENDAH
304,4,4,4,2,2,0,1,4,0,2,4,4,4,2,2,4,3,0,4,2,29,TINGGI
305,1,2,3,2,4,0,2,2,4,1,1,2,3,2,4,4,2,2,0,3,23,SEDANG
306,4,3,1,3,2,1,3,0,4,0,4,3,1,3,2,3,1,4,0,4,25,SEDANG
307,0,3,0,2,1,2,2,4,2,3,0,3,0,2,1,2,2,0,2,1,13,RENDAH
308,0,2,0,1,1,2,4,0,3,2,0,2,0,1,1,2,0,4,1,2,13,RENDAH
309,1,0,1,3,4,1,0,0,0,1,1,0,1,3,4,3,4,4,4,3,27,TINGGI
310,1,4,3,0,1,4,3,1,2,4,1,4,3,0,1,0,1,3,2,0,15,SEDANG
311,0,0,1,3,0,3,4,1,3,1,0,0,1,3,0,1,0,3,1,3,12,RENDAH
312,0,1,3,0,2,1,2,2,1,4,0,1,3,0,2,3,2,2,3,0,16,SEDANG
313,2,3,1,1,3,0,0,1,1,1,2,3,1,1,3,4,4,3,3,3,27,TINGGI
314,2,0,0,3,2,3,2,4,1,4,2,0,0,3,2,1,2,0,3,0,13,RENDAH
315,4,1,3,4,4,0,2,0,0,1,4,1,3,4,4,4,2,4,4,3,33,TINGGI
316,0,2,0,3,4,4,4,1,0,3,0,2,0,3,4,0,0,3,4,1,17,SEDANG
317,0,4,3,1,2,0,0,4,3,1,0,4,3,1,2,4,4,0,1,3,22,SEDANG
318,2,1,4,4,4,4,0,1,1,1,2,1,4,4,4,0,4,3,3,3,28,TINGGI
319,3,2,4,0,4,0,0,0,0,1,3,2,4,0,4,4,4,4,4,3,32,TINGGI
320,1,3,1,0,1,3,1,3,4,3,1,3,1,0,1,1,3,1,0,1,12,RENDAH
321,1,3,3,2,0,4,4,3,3,4,1,3,3,2,0,0,0,1,1,0,11,RENDAH
322,0,1,1,2,2,4,4,1,0,3,0,1,1,2,2,0,0,3,4,1,14,SEDANG
323,4,3,4,3,1,0,1,4,3,0,4,3,4,3,1,4,3,0,1,4,27,TINGGI
324,0,1,3,3,2,0,3,2,4,2,0,1,3,3,2,4,1,2,0,2,18,SEDANG
325,3,4,3,4,4,2,1,2,2,4,3,4,3,4,4,2,3,2,2,0,27,TINGGI
326,2,1,2,1,0,3,4,3,3,3,2,1,2,1,0,1,0,1,1,1,10,RENDAH
327,2,2,4,3,2,2,2,0,2,2,2,2,4,3,2,2,2,4,2,2,25,SEDANG
328,3,0,0,1,1,4,1,4,2,2,3,0,0,1,1,0,3,0,2,2,12,RENDAH
329,3,3,3,3,3,0,1,1,3,1,3,3,3,3,3,4,3,3,1,3,29,TINGGI
330,3,0,4,3,2,0,1,4,0,0,3,0,4,3,2,4,3,0,4,4,27,TINGGI
331,1,4,2,4,3,0,1,1,2,2,1,4,2,4,3,4,3,3,2,2,28,TINGGI
332,1,3,2,4,3,0,0,3,2,1,1,3,2,4,3,4,4,1,2,3,27,TINGGI
333,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,4,2,4,1,15,SEDANG
334,3,2,1,2,3,2,2,1,2,3,3,2,1,2,3,2,2,3,2,1,21,SEDANG
335,1,4,0,2,1,4,0,0,0,1,1,4,0,2,1,0,4,4,4,3,23,SEDANG
336,4,3,4,4,0,1,0,2,3,1,4,3,4,4,0,3,4,2,1,3,28,TINGGI
337,4,3,1,3,3,4,1,2,1,3,4,3,1,3,3,0,3,2,3,1,23,SEDANG
338,3,1,2,4,1,4,4,1,2,4,3,1,2,4,1,0,0,3,2,0,16,SEDANG
339,1,3,2,0,0,0,4,3,0,3,1,3,2,0,0,4,0,1,4,1,16,SEDANG
340,3,2,1,3,0,3,4,4,2,3,3,2,1,3,0,1,0,0,2,1,13,RENDAH
341,4,2,1,3,0,3,4,4,0,1,4,2,1,3,0,1,0,0,4,3,18,SEDANG
342,4,0,4,4,2,3,1,1,0,0,4,0,4,4,2,1,3,3,4,4,29,TINGGI
343,0,0,3,1,4,2,0,4,4,3,0,0,3,1,4,2,4,0,0,1,15,SEDANG
344,0,1,4,0,2,2,0,2,0,3,0,1,4,0,2,2,4,2,4,1,20,SEDANG
345,1,2,2,3,3,3,3,1,3,2,1,2,2,3,3,1,1,3,1,2,19,SEDANG
346,0,0,2,2,0,2,1,3,3,3,0,0,2,2,0,2,3,1,1,1,12,RENDAH
347,2,4,0,4,1,1,3,1,1,4,2,4,0,4,1,3,1,3,3,0,21,SEDANG
348,3,0,2,3,4,0,2,2,0,0,3,0,2,3,4,4,2,2,4,4,28,TINGGI
349,2,0,4,4,1,0,2,1,0,0,2,0,4,4,1,4,2,3,4,4,28,TINGGI
350,2,1,0,4,3,4,4,4,2,4,2,1,0,4,3,0,0,0,2,0,12,RENDAH
351,1,0,4,0,4,3,4,4,4,2,1,0,4,0,4,1,0,0,0,2,12,RENDAH
352,1,1,4,2,1,3,4,3,2,4,1,1,4,2,1,1,0,1,2,0,13,RENDAH
353,0,2,3,0,1,1,1,1,4,2,0,2,3,0,1,3,3,3,0,2,17,SEDANG
354,3,2,4,3,4,4,1,3,3,0,3,2,4,3,4,0,3,1,1,4,25,SEDANG
355,1,3,0,3,0,4,3,4,3,2,1,3,0,3,0,0,1,0,1,2,11,RENDAH
356,2,1,2,0,4,4,3,1,3,2,2,1,2,0,4,0,1,3,1,2,16,SEDANG
357,3,4,0,3,3,0,0,3,2,0,3,4,0,3,3,4,4,1,2,4,28,TINGGI
358,3,4,0,3,4,2,0,2,2,0,3,4,0,3,4,2,4,2,2,4,28,TINGGI
359,3,2,2,2,3,0,0,4,2,0,3,2,2,2,3,4,4,0,2,4,26,SEDANG
360,2,4,1,1,1,3,4,4,2,0,2,4,1,1,1,1,0,0,2,4,16,SEDANG
361,3,0,3,1,2,4,0,4,4,4,3,0,3,1,2,0,4,0,0,0,13,RENDAH
362,0,0,3,3,1,3,0,1,0,4,0,0,3,3,1,1,4,3,4,0,19,SEDANG
363,1,1,3,3,4,4,3,2,0,3,1,1,3,3,4,0,1,2,4,1,20,SEDANG
364,0,1,3,0,1,3,0,4,4,1,0,1,3,0,1,1,4,0,0,3,13,RENDAH
365,4,4,4,1,0,2,0,2,0,0,4,4,4,1,0,2,4,2,4,4,29,TINGGI
366,0,0,0,1,3,3,0,2,1,2,0,0,0,1,3,1,4,2,3,2,16,SEDANG
367,1,2,1,0,1,2,2,3,3,2,1,2,1,0,1,2,2,1,1,2,13,RENDAH
368,4,0,0,4,2,3,0,3,2,3,4,0,0,4,2,1,4,1,2,1,19,SEDANG
369,2,3,1,4,4,1,3,0,1,4,2,3,1,4,4,3,1,4,3,0,25,SEDANG
370,3,1,3,3,1,0,2,0,3,0,3,1,3,3,1,4,2,4,1,4,26,SEDANG
371,1,0,0,4,2,1,3,1,4,0,1,0,0,4,2,3,1,3,0,4,18,SEDANG
372,0,0,2,2,0,3,3,1,4,1,0,0,2,2,0,1,1,3,0,3,12,RENDAH
373,4,3,2,2,1,0,0,4,1,0,4,3,2,2,1,4,4,0,3,4,27,TINGGI
374,1,2,3,4,2,4,3,0,0,0,1,2,3,4,2,0,1,4,4,4,25,SEDANG
375,4,2,0,1,0,0,3,0,0,3,4,2,0,1,0,4,1,4,4,1,21,SEDANG
376,1,0,4,4,4,1,4,1,0,0,1,0,4,4,4,3,0,3,4,4,27,TINGGI
377,4,2,1,2,1,1,0,2,3,3,4,2,1,2,1,3,4,2,1,1,21,SEDANG
378,4,3,2,4,2,3,1,0,2,0,4,3,2,4,2,1,3,4,2,4,29,TINGGI
379,3,3,3,2,0,2,4,1,4,0,3,3,3,2,0,2,0,3,0,4,20,SEDANG
380,4,0,4,4,3,4,0,0,2,1,4,0,4,4,3,0,4,4,2,3,28,TINGGI
381,2,2,3,3,4,0,2,0,4,1,2,2,3,3,4,4,2,4,0,3,27,TINGGI
382,3,0,3,1,3,2,4,0,1,1,3,0,3,1,3,2,0,4,3,3,22,SEDANG
383,4,4,3,0,0,3,3,3,1,3,4,4,3,0,0,1,1,1,3,1,18,SEDANG
384,1,0,2,1,0,4,2,4,0,4,1,0,2,1,0,0,2,0,4,0,10,RENDAH
385,3,2,1,1,0,3,3,1,0,1,3,2,1,1,0,1,1,3,4,3,19,SEDANG
386,3,1,2,1,4,4,3,2,4,0,3,1,2,1,4,0,1,2,0,4,18,SEDANG
387,4,0,0,0,4,4,4,2,4,2,4,0,0,0,4,0,0,2,0,2,12,RENDAH
388,1,0,0,1,0,3,3,1,1,2,1,0,0,1,0,1,1,3,3,2,12,RENDAH
389,4,1,0,2,0,4,4,2,4,3,4,1,0,2,0,0,0,2,0,1,10,RENDAH
390,4,3,2,2,4,3,3,0,3,4,4,3,2,2,4,1,1,4,1,0,22,SEDANG
391,1,4,1,2,4,2,3,3,0,2,1,4,1,2,4,2,1,1,4,2,22,SEDANG
392,3,3,4,2,1,0,1,0,4,1,3,3,4,2,1,4,3,4,0,3,27,TINGGI
393,3,4,2,1,4,4,4,0,2,0,3,4,2,1,4,0,0,4,2,4,24,SEDANG
394,4,0,0,2,4,0,1,2,2,3,4,0,0,2,4,4,3,2,2,1,22,SEDANG
395,2,0,1,2,0,0,4,4,1,1,2,0,1,2,0,4,0,0,3,3,15,SEDANG
396,0,0,4,0,2,0,3,4,3,3,0,0,4,0,2,4,1,0,1,1,13,RENDAH
397,0,0,4,4,2,2,0,2,4,0,0,0,4,4,2,2,4,2,0,4,22,SEDANG
398,0,1,3,2,2,4,0,3,4,4,0,1,3,2,2,0,4,1,0,0,13,RENDAH
399,0,2,3,0,3,4,3,2,2,1,0,2,3,0,3,0,1,2,2,3,16,SEDANG
400,0,2,1,2,3,2,4,0,2,3,0,2,1,2,3,2,0,4,2,1,17,SEDANG
401,4,1,0,0,2,1,3,2,3,3,4,1,0,0,2,3,1,2,1,1,15,SEDANG
402,4,3,2,3,2,1,1,0,4,3,4,3,2,3,2,3,3,4,0,1,25,SEDANG
403,4,0,2,2,0,0,1,1,0,2,4,0,2,2,0,4,3,3,4,2,24,SEDANG
404,3,2,4,0,4,3,1,3,4,2,3,2,4,0,4,1,3,1,0,2,20,SEDANG
405,2,4,4,2,1,0,0,1,2,0,2,4,4,2,1,4,4,3,2,4,30,TINGGI
406,3,3,4,3,2,0,1,0,2,3,3,3,4,3,2,4,3,4,2,1,29,TINGGI
407,2,1,1,1,4,0,0,0,0,1,2,1,1,1,4,4,4,4,4,3,28,TINGGI
408,3,3,4,2,1,4,3,0,3,3,3,3,4,2,1,0,1,4,1,1,20,SEDANG
409,1,1,3,1,3,1,3,4,4,1,1,1,3,1,3,3,1,0,0,3,16,SEDANG
410,2,4,1,2,3,2,0,0,2,1,2,4,1,2,3,2,4,4,2,3,27,TINGGI
411,4,0,4,4,2,0,1,0,1,2,4,0,4,4,2,4,3,4,3,2,30,TINGGI
412,1,2,0,2,3,1,4,1,3,1,1,2,0,2,3,3,0,3,1,3,18,SEDANG
413,3,4,3,3,4,0,0,1,4,4,3,4,3,3,4,4,4,3,0,0,28,TINGGI
414,3,2,1,4,4,1,0,1,1,1,3,2,1,4,4,3,4,3,3,3,30,TINGGI
415,3,2,1,0,4,0,0,0,3,0,3,2,1,0,4,4,4,4,1,4,27,TINGGI
416,1,3,3,3,4,2,2,0,1,3,1,3,3,3,4,2,2,4,3,1,26,SEDANG
417,0,2,2,1,3,4,0,2,1,1,0,2,2,1,3,0,4,2,3,3,20,SEDANG
418,0,4,0,0,2,0,4,3,2,4,0,4,0,0,2,4,0,1,2,0,13,RENDAH
419,4,2,4,0,4,0,4,3,3,1,4,2,4,0,4,4,0,1,1,3,23,SEDANG
420,1,1,2,3,4,0,0,2,0,3,1,1,2,3,4,4,4,2,4,1,26,SEDANG
421,2,4,3,0,4,3,0,3,4,0,2,4,3,0,4,1,4,1,0,4,23,SEDANG
422,2,1,0,1,3,3,4,4,3,3,2,1,0,1,3,1,0,0,1,1,10,RENDAH
423,1,0,2,0,1,4,1,3,1,2,1,0,2,0,1,0,3,1,3,2,13,RENDAH
424,4,3,4,4,4,2,4,0,3,2,4,3,4,4,4,2,0,4,1,2,28,TINGGI
425,1,1,1,3,3,4,3,2,2,1,1,1,1,3,3,0,1,2,2,3,17,SEDANG
426,1,0,1,1,2,4,0,4,3,2,1,0,1,1,2,0,4,0,1,2,12,RENDAH
427,4,2,4,3,0,1,0,0,3,0,4,2,4,3,0,3,4,4,1,4,29,TINGGI
428,1,2,1,4,0,4,4,3,3,4,1,2,1,4,0,0,0,1,1,0,10,RENDAH
429,2,4,3,2,2,4,1,3,4,1,2,4,3,2,2,0,3,1,0,3,20,SEDANG
430,0,1,3,2,1,3,4,4,4,0,0,1,3,2,1,1,0,0,0,4,12,RENDAH
431,0,1,0,0,0,3,3,4,1,2,0,1,0,0,0,1,1,0,3,2,8,RENDAH
432,1,2,4,2,2,1,2,0,4,2,1,2,4,2,2,3,2,4,0,2,22,SEDANG
433,3,2,2,3,1,3,2,2,4,1,3,2,2,3,1,1,2,2,0,3,19,SEDANG
434,1,0,1,3,2,2,2,3,4,4,1,0,1,3,2,2,2,1,0,0,12,RENDAH
435,3,2,1,4,3,4,4,1,4,2,3,2,1,4,3,0,0,3,0,2,18,SEDANG
436,4,3,1,3,0,1,3,1,1,0,4,3,1,3,0,3,1,3,3,4,25,SEDANG
437,3,4,2,3,4,1,2,4,1,1,3,4,2,3,4,3,2,0,3,3,27,TINGGI
438,2,4,1,1,2,1,3,3,0,2,2,4,1,1,2,3,1,1,4,2,21,SEDANG
439,0,3,1,3,3,0,1,2,1,3,0,3,1,3,3,4,3,2,3,1,23,SEDANG
440,0,0,2,3,3,1,1,3,0,2,0,0,2,3,3,3,3,1,4,2,21,SEDANG
441,1,0,1,2,3,4,3,3,4,1,1,0,1,2,3,0,1,1,0,3,12,RENDAH
442,1,3,4,2,4,0,1,1,1,2,1,3,4,2,4,4,3,3,3,2,29,TINGGI
443,1,1,4,2,4,0,3,0,1,4,1,1,4,2,4,4,1,4,3,0,24,SEDANG
444,0,1,1,1,4,3,2,4,1,4,0,1,1,1,4,1,2,0,3,0,13,RENDAH
445,4,4,4,4,1,2,1,0,4,0,4,4,4,4,1,2,3,4,0,4,30,TINGGI
446,4,3,4,0,4,3,1,1,1,3,4,3,4,0,4,1,3,3,3,1,26,SEDANG
447,4,2,1,1,2,3,0,2,4,1,4,2,1,1,2,1,4,2,0,3,20,SEDANG
448,4,1,1,4,1,0,1,0,1,2,4,1,1,4,1,4,3,4,3,2,27,TINGGI
449,0,2,1,3,1,4,3,3,0,4,0,2,1,3,1,0,1,1,4,0,13,RENDAH
450,2,4,4,0,3,0,4,1,0,0,2,4,4,0,3,4,0,3,4,4,28,TINGGI
451,1,1,0,0,4,4,2,4,4,4,1,1,0,0,4,0,2,0,0,0,8,RENDAH
452,2,1,2,0,1,4,0,2,3,4,2,1,2,0,1,0,4,2,1,0,13,RENDAH
453,0,1,2,1,1,2,3,4,3,3,0,1,2,1,1,2,1,0,1,1,10,RENDAH
454,2,1,4,2,4,4,0,1,0,0,2,1,4,2,4,0,4,3,4,4,28,TINGGI
455,2,1,2,2,4,0,0,1,1,1,2,1,2,2,4,4,4,3,3,3,28,TINGGI
456,2,2,2,2,1,2,0,3,2,4,2,2,2,2,1,2,4,1,2,0,18,SEDANG
457,2,4,4,1,2,2,4,2,4,0,2,4,4,1,2,2,0,2,0,4,21,SEDANG
458,1,1,2,4,3,0,0,0,0,1,1,1,2,4,3,4,4,4,4,3,30,TINGGI
459,4,4,1,1,1,0,0,0,0,2,4,4,1,1,1,4,4,4,4,2,29,TINGGI
460,3,4,4,3,0,4,2,3,1,0,3,4,4,3,0,0,2,1,3,4,24,SEDANG
461,0,2,2,3,4,1,4,4,3,3,0,2,2,3,4,3,0,0,1,1,16,SEDANG
462,3,0,0,3,2,2,3,2,1,0,3,0,0,3,2,2,1,2,3,4,20,SEDANG
463,2,3,4,4,3,3,0,0,1,0,2,3,4,4,3,1,4,4,3,4,32,TINGGI
464,2,3,4,3,1,0,4,3,0,2,2,3,4,3,1,4,0,1,4,2,24,SEDANG
465,1,0,4,0,1,2,1,2,2,3,1,0,4,0,1,2,3,2,2,1,16,SEDANG
466,3,2,0,3,2,0,3,4,0,0,3,2,0,3,2,4,1,0,4,4,23,SEDANG
467,4,3,0,4,4,2,0,4,3,0,4,3,0,4,4,2,4,0,1,4,26,SEDANG
468,2,0,1,0,4,3,3,3,4,2,2,0,1,0,4,1,1,1,0,2,12,RENDAH
469,3,4,3,2,4,4,1,2,0,1,3,4,3,2,4,0,3,2,4,3,28,TINGGI
470,2,4,4,3,3,2,2,1,1,1,2,4,4,3,3,2,2,3,3,3,29,TINGGI
471,1,4,1,1,1,0,2,2,1,4,1,4,1,1,1,4,2,2,3,0,19,SEDANG
472,4,3,2,4,1,0,0,2,2,1,4,3,2,4,1,4,4,2,2,3,29,TINGGI
473,4,3,1,2,3,3,3,0,4,1,4,3,1,2,3,1,1,4,0,3,22,SEDANG
474,4,3,4,3,2,0,0,4,1,4,4,3,4,3,2,4,4,0,3,0,27,TINGGI
475,4,3,3,2,3,4,4,3,0,1,4,3,3,2,3,0,0,1,4,3,23,SEDANG
476,4,0,4,4,4,1,4,1,1,2,4,0,4,4,4,3,0,3,3,2,27,TINGGI
477,2,4,1,2,0,1,2,2,3,1,2,4,1,2,0,3,2,2,1,3,20,SEDANG
478,3,1,3,3,2,0,4,1,4,2,3,1,3,3,2,4,0,3,0,2,21,SEDANG
479,3,3,3,3,2,4,2,3,2,4,3,3,3,3,2,0,2,1,2,0,19,SEDANG
480,0,0,0,0,1,3,4,0,1,1,0,0,0,0,1,1,0,4,3,3,12,RENDAH
481,1,1,4,4,2,0,1,2,2,0,1,1,4,4,2,4,3,2,2,4,27,TINGGI
482,0,3,1,4,4,0,0,3,3,4,0,3,1,4,4,4,4,1,1,0,22,SEDANG
483,3,3,4,1,0,0,1,1,4,1,3,3,4,1,0,4,3,3,0,3,24,SEDANG
484,4,3,3,4,0,1,2,4,0,0,4,3,3,4,0,3,2,0,4,4,27,TINGGI
485,1,0,3,1,4,4,3,4,2,3,1,0,3,1,4,0,1,0,2,1,13,RENDAH
486,3,2,3,3,1,0,4,1,4,1,3,2,3,3,1,4,0,3,0,3,22,SEDANG
487,1,2,3,2,1,2,0,1,4,0,1,2,3,2,1,2,4,3,0,4,22,SEDANG
488,2,3,4,4,2,0,3,0,2,4,2,3,4,4,2,4,1,4,2,0,26,SEDANG
489,4,4,3,0,4,0,4,0,0,0,4,4,3,0,4,4,0,4,4,4,31,TINGGI
490,4,4,4,3,3,0,0,2,1,3,4,4,4,3,3,4,4,2,3,1,32,TINGGI
491,4,2,3,4,2,2,3,2,0,1,4,2,3,4,2,2,1,2,4,3,27,TINGGI
492,4,2,3,3,3,0,0,1,0,2,4,2,3,3,3,4,4,3,4,2,32,TINGGI
493,3,3,4,3,4,1,4,1,3,3,3,3,4,3,4,3,0,3,1,1,25,SEDANG
494,0,0,1,2,0,2,3,1,4,0,0,0,1,2,0,2,1,3,0,4,13,RENDAH
495,4,4,1,4,3,4,0,0,2,2,4,4,1,4,3,0,4,4,2,2,28,TINGGI
496,4,1,4,0,3,2,1,3,2,0,4,1,4,0,3,2,3,1,2,4,24,SEDANG
497,1,3,4,2,2,0,3,0,0,3,1,3,4,2,2,4,1,4,4,1,26,SEDANG
498,0,4,2,0,0,4,1,3,0,3,0,4,2,0,0,0,3,1,4,1,15,SEDANG
499,4,4,3,1,2,1,1,2,0,2,4,4,3,1,2,3,3,2,4,2,28,TINGGI
500,4,3,3,1,4,4,2,4,0,1,4,3,3,1,4,0,2,0,4,3,24,SEDANG
501,4,4,1,3,4,2,1,2,1,3,4,4,1,3,4,2,3,2,3,1,27,TINGGI
502,0,2,1,0,2,3,1,4,3,4,0,2,1,0,2,1,3,0,1,0,10,RENDAH
503,2,4,2,2,1,3,0,4,1,0,2,4,2,2,1,1,4,0,3,4,23,SEDANG
504,0,0,0,4,3,1,3,1,0,4,0,0,0,4,3,3,1,3,4,0,18,SEDANG
505,4,2,3,0,0,1,1,2,3,2,4,2,3,0,0,3,3,2,1,2,20,SEDANG
506,3,0,3,3,3,2,4,1,2,4,3,0,3,3,3,2,0,3,2,0,19,SEDANG
507,1,4,1,4,1,4,1,2,2,1,1,4,1,4,1,0,3,2,2,3,21,SEDANG
508,0,2,0,4,4,1,4,4,0,1,0,2,0,4,4,3,0,0,4,3,20,SEDANG
509,0,2,2,0,0,4,4,1,1,2,0,2,2,0,0,0,0,3,3,2,12,RENDAH
510,4,1,0,3,0,0,2,0,3,4,4,1,0,3,0,4,2,4,1,0,19,SEDANG
511,1,1,0,0,0,3,0,0,0,4,1,1,0,0,0,1,4,4,4,0,15,SEDANG
512,3,2,1,4,3,2,4,2,2,1,3,2,1,4,3,2,0,2,2,3,22,SEDANG
513,4,2,4,4,1,1,0,1,2,1,4,2,4,4,1,3,4,3,2,3,30,TINGGI
514,3,2,0,4,4,0,4,0,0,1,3,2,0,4,4,4,0,4,4,3,28,TINGGI
515,0,2,1,3,3,0,4,2,1,3,0,2,1,3,3,4,0,2,3,1,19,SEDANG
516,2,4,3,0,0,3,1,4,3,2,2,4,3,0,0,1,3,0,1,2,16,SEDANG
517,0,0,1,1,3,4,4,3,3,0,0,0,1,1,3,0,0,1,1,4,11,RENDAH
518,1,2,3,3,2,1,0,3,0,0,1,2,3,3,2,3,4,1,4,4,27,TINGGI
519,2,4,3,3,2,0,1,0,3,3,2,4,3,3,2,4,3,4,1,1,27,TINGGI
520,0,4,0,0,1,1,4,3,4,3,0,4,0,0,1,3,0,1,0,1,10,RENDAH
521,3,2,3,4,0,2,2,0,1,4,3,2,3,4,0,2,2,4,3,0,23,SEDANG
522,1,4,2,0,3,0,2,0,4,1,1,4,2,0,3,4,2,4,0,3,23,SEDANG
523,2,3,4,2,0,2,2,2,0,1,2,3,4,2,0,2,2,2,4,3,24,SEDANG
524,4,1,4,0,3,0,2,0,0,0,4,1,4,0,3,4,2,4,4,4,30,TINGGI
525,4,4,4,4,0,3,0,1,2,3,4,4,4,4,0,1,4,3,2,1,27,TINGGI
526,1,4,0,3,0,3,4,3,3,2,1,4,0,3,0,1,0,1,1,2,13,RENDAH
527,0,0,0,0,2,0,3,4,0,2,0,0,0,0,2,4,1,0,4,2,13,RENDAH
528,4,4,2,3,3,4,2,2,1,0,4,4,2,3,3,0,2,2,3,4,27,TINGGI
529,4,2,2,3,1,2,0,2,0,0,4,2,2,3,1,2,4,2,4,4,28,TINGGI
530,4,4,1,2,3,4,3,0,0,3,4,4,1,2,3,0,1,4,4,1,24,SEDANG
531,3,2,2,3,1,4,4,4,0,4,3,2,2,3,1,0,0,0,4,0,15,SEDANG
532,4,1,2,3,1,3,0,2,3,4,4,1,2,3,1,1,4,2,1,0,19,SEDANG
533,4,2,2,1,2,0,4,1,2,3,4,2,2,1,2,4,0,3,2,1,21,SEDANG
534,0,3,4,0,1,4,4,3,2,2,0,3,4,0,1,0,0,1,2,2,13,RENDAH
535,3,1,1,2,0,4,4,3,0,3,3,1,1,2,0,0,0,1,4,1,13,RENDAH
536,4,2,1,3,4,0,0,0,3,4,4,2,1,3,4,4,4,4,1,0,27,TINGGI
537,1,1,2,2,3,4,2,1,1,1,1,1,2,2,3,0,2,3,3,3,20,SEDANG
538,4,1,1,4,2,0,4,0,4,1,4,1,1,4,2,4,0,4,0,3,23,SEDANG
539,3,4,0,4,4,4,0,1,3,0,3,4,0,4,4,0,4,3,1,4,27,TINGGI
540,4,2,3,2,2,1,1,0,2,0,4,2,3,2,2,3,3,4,2,4,29,TINGGI
541,3,3,4,1,3,0,2,0,0,0,3,3,4,1,3,4,2,4,4,4,32,TINGGI
542,4,3,0,4,4,0,4,0,1,2,4,3,0,4,4,4,0,4,3,2,28,TINGGI
543,1,3,2,3,1,1,1,1,3,0,1,3,2,3,1,3,3,3,1,4,24,SEDANG
544,4,3,1,1,4,0,2,1,4,4,4,3,1,1,4,4,2,3,0,0,22,SEDANG
545,0,4,4,1,4,2,1,0,3,2,0,4,4,1,4,2,3,4,1,2,25,SEDANG
546,0,0,4,4,2,4,3,4,3,4,0,0,4,4,2,0,1,0,1,0,12,RENDAH
547,0,3,1,0,4,1,2,4,1,3,0,3,1,0,4,3,2,0,3,1,17,SEDANG
548,0,1,3,0,3,2,4,3,4,3,0,1,3,0,3,2,0,1,0,1,11,RENDAH
549,0,0,0,2,3,4,1,0,3,4,0,0,0,2,3,0,3,4,1,0,13,RENDAH
550,1,4,2,0,4,1,2,3,0,1,1,4,2,0,4,3,2,1,4,3,24,SEDANG
551,3,1,2,0,2,2,1,0,0,0,3,1,2,0,2,2,3,4,4,4,25,SEDANG
